customer_id,churn,age,gender,marital_status,education_level,dependent_count,occupation_type,annual_income,income_band,income_category,city_tier,region,customer_segment,tenure_months,onboarding_channel,relationship_type,number_of_products,primary_account_type,card_category,customer_lifetime_value,loyalty_program_member,referral_count,last_contacted_days,relationship_manager_assigned,avg_monthly_balance,current_balance,balance_decline_percentage,monthly_transaction_count,monthly_transaction_value,cash_withdrawal_count,upi_transaction_count,debit_card_transaction_count,net_banking_transaction_count,account_inactive_days,total_trans_amt,total_trans_count,total_amt_chng_q4_q1,total_ct_chng_q4_q1,avg_open_to_buy,total_revolving_bal,savings_account_flag,current_account_flag,credit_card_flag,personal_loan_flag,home_loan_flag,auto_loan_flag,fixed_deposit_flag,investment_product_flag,insurance_product_flag,demat_account_flag,credit_card_limit,credit_card_spend,credit_utilization_ratio,minimum_due_paid_flag,late_credit_card_payment_count,loan_outstanding_amount,emi_amount,emi_payment_delay_count,loan_default_risk_score,prepayment_flag,mobile_app_login_count,website_login_count,digital_transaction_ratio,last_login_days,failed_login_count,app_rating_given,paperless_statement_enabled,digital_service_usage_score,mobile_banking_active_flag,email_open_rate,total_complaints,complaint_resolution_time,unresolved_complaint_count,branch_visit_count,call_center_interaction_count,relationship_manager_interaction_count,service_request_count,escalation_count,satisfaction_score,nps_score,campaign_received_count,campaign_response_count,cross_sell_offer_count,upsell_offer_count,retention_offer_received,retention_offer_accepted,last_campaign_response_days,discount_or_fee_waiver_received,competitor_bank_offer_awareness,customer_feedback_sentiment,monthly_income_estimate,credit_utilization_3m_avg,credit_utilization_6m_avg,avg_quarterly_balance,total_digital_logins,debt_to_income_ratio,digital_engagement_index,competitor_bank_offer_awareness_ord,customer_feedback_sentiment_ord,income_band_ord,gender_enc,marital_status_enc,occupation_type_enc,region_enc,customer_segment_enc,onboarding_channel_enc,relationship_type_enc,primary_account_type_enc,income_category_enc,customer_stability_index,complaint_severity_score,relationship_strength_score,silent_churn_risk,financial_stress_score,churn_probability,risk_level,revenue_at_risk,risk_tier,persona_cluster,persona_name,retention_strategy
136713,0,47,Female,Married,College,4,Salaried,24027,Low,Less than $40K,Tier 3,South,Affluent,38,Mobile App,Savings Only,3,Current,Blue,6268.22,0,2,20,1,57707.0,46674.0,14.58,5,283.92,3,12,11,10,54,3407,66,0.806,0.535,709.0,1924,1,0,1,0,1,0,0,0,1,0,2633,1425.0,0.731,1,0,38784.0,1423.0,0,69.6,0,24,12,0.917,28,1,5.0,1,67.4,1,0.709,2,1,0,3,2,4,1,0,2.3,27,3,0,2,0,1,0,25,0,Medium,Positive,1859,0.75,0.664,173990.0,36,0.7107,55.7,2,2,0,0,1,3,3,0,2,4,0,4,45.71,1.2,26.230221671923594,1240.3999999999999,0.0,0.0002119595,Low Risk,1.3286087835457876,Low,0,Digitally Loyal,Routine loyalty engagement and digital experience optimization
136714,0,49,Male,Married,Uneducated,4,Self-Employed,91248,Upper-Middle,$80K - $120K,Tier 1,Central,Affluent,39,Mobile App,Premium,2,Savings,Blue,33256.25,1,0,37,0,40159.0,53004.0,-5.1,6,611.75,5,11,7,4,113,7341,79,0.637,0.491,7646.0,915,1,0,1,0,0,0,0,0,1,0,8561,3880.0,0.107,1,2,0.0,0.0,0,47.3,0,12,9,0.815,16,1,3.7,1,57.6,1,0.513,2,1,0,2,2,0,2,0,5.0,-28,3,0,0,0,1,1,9,0,Low,Positive,7193,0.092,0.183,118931.0,21,0.0,55.2,1,2,3,1,1,4,0,0,2,3,3,3,62.16,1.2,20.824056134856804,716.8,0.0,0.0011831941,Low Risk,39.348599064396694,Low,1,Silent Risk,Routine loyalty engagement and digital experience optimization
136715,0,44,Female,Married,High School,1,Business Owner,47601,Lower-Middle,$40K - $60K,Tier 2,North,Affluent,31,Branch,Savings Only,2,Savings,Blue,8159.45,1,1,42,0,7622.0,9753.0,-9.28,7,416.58,4,20,10,10,69,4999,95,0.514,0.557,3015.0,1538,1,1,1,0,0,0,0,0,0,1,4553,2555.0,0.338,0,2,0.0,0.0,0,62.6,0,16,12,0.909,9,3,,0,50.0,1,0.405,0,0,0,2,3,0,2,0,3.2,-17,7,2,6,1,0,0,38,1,Low,Neutral,3693,0.335,0.317,22382.0,28,0.0,41.4,1,1,1,0,1,0,2,0,0,4,3,1,44.019999999999996,0.0,18.014109186992865,527.4,0.0,0.000120011675,Low Risk,0.9792292606038245,Low,0,Digitally Loyal,Routine loyalty engagement and digital experience optimization
136716,0,43,Male,Single,Graduate,3,Salaried,70631,Middle,$60K - $80K,Tier 1,South,Mass,34,DSA,Lending,6,Savings,Blue,21317.13,0,2,4,1,5351.0,5731.0,7.47,6,384.58,6,20,6,7,38,4615,79,0.801,0.837,18479.0,2276,1,1,1,1,1,1,0,0,1,0,20755,2352.0,0.11,1,1,140234.0,6099.0,1,69.4,0,19,8,0.846,10,1,,1,64.9,1,0.604,1,1,0,1,2,5,1,0,3.5,100,4,1,2,2,1,1,88,0,High,Positive,5993,0.085,0.19,16419.0,27,1.0362,60.7,3,2,2,1,2,3,3,2,1,1,3,2,52.81,0.6,59.80387898018114,393.0,1.0362,0.00025666802,Low Risk,5.471425540104392,Low,1,Silent Risk,Routine loyalty engagement and digital experience optimization
136717,1,55,Female,Married,Unknown,4,Salaried,57389,Middle,$40K - $60K,Tier 1,South,Affluent,45,Branch,Savings Only,2,Current,Blue,11931.26,0,2,42,1,6394.0,7781.0,29.0,1,51.25,3,6,3,6,130,615,12,0.585,0.714,2158.0,0,1,1,1,0,0,1,1,0,0,0,2158,500.0,0.0,0,0,64828.0,3157.0,1,42.2,0,19,7,0.833,79,0,,1,59.9,1,0.348,3,42,0,1,3,0,2,0,2.8,11,2,0,1,3,1,0,92,1,Medium,Neutral,5800,0.0,0.131,19623.0,26,0.6601,52.3,2,1,2,0,1,3,3,0,0,4,0,1,50.489999999999995,1.7999999999999998,18.774001871082774,3768.3,0.6601,0.9991749,High Risk,11921.415432690383,High,3,Financially Stressed,Immediate relationship manager intervention with premium retention offer
136718,0,50,Female,Divorced,Graduate,3,Salaried,43612,Lower-Middle,Unknown,Tier 2,East,Mass,45,Mobile App,Multi-Product,2,Savings,Silver,17540.35,0,0,57,0,7682.0,10568.0,-5.31,8,1255.92,4,15,7,11,59,15071,103,0.748,0.717,32135.0,2381,1,1,1,0,1,0,0,1,0,0,34516,6289.0,0.069,1,0,200084.0,8734.0,0,34.2,1,20,7,0.892,13,2,,1,63.4,1,0.609,0,0,0,1,2,0,0,0,3.7,54,4,1,3,0,0,0,56,0,Low,Neutral,3206,0.083,0.106,21348.0,27,2.4032,55.4,1,1,1,0,0,3,1,2,2,2,3,5,56.81999999999999,0.0,19.544632459794194,579.8000000000001,0.0,0.00012025212,Low Risk,2.1092643335876344,Low,2,High Value,Routine loyalty engagement and digital experience optimization
136719,0,36,Female,Divorced,Post-Graduate,2,Salaried,28004,Low,Less than $40K,Tier 3,South,Affluent,25,DSA,Multi-Product,5,Savings,Blue,4875.36,1,1,19,0,25154.0,29296.0,6.77,6,277.25,4,14,7,6,62,3327,80,1.152,0.86,7826.0,1091,1,1,1,0,0,0,1,0,0,0,8917,1857.0,0.122,1,2,0.0,0.0,0,45.4,0,27,6,0.871,23,1,4.2,1,69.6,1,0.571,1,1,0,7,4,0,0,0,2.8,100,2,0,4,1,0,0,2,0,Low,Neutral,2334,0.137,0.174,76972.0,33,0.0,62.1,1,1,0,0,0,3,3,0,1,2,3,4,45.43,0.6,42.46077159442406,871.6999999999999,0.0,3.720377e-05,Low Risk,0.1813817645155359,Low,0,Digitally Loyal,Routine loyalty engagement and digital experience optimization
136720,0,52,Female,Married,College,1,Retired,53036,Middle,Unknown,Tier 2,Central,Mass,40,Mobile App,Lending,5,Salary,Blue,10573.25,1,0,2,0,44047.0,33590.0,13.63,5,328.25,8,16,10,7,108,3939,60,0.553,0.875,9675.0,642,1,1,1,0,0,1,1,0,0,0,10317,2378.0,0.062,1,1,176234.0,6392.0,0,18.2,0,27,9,0.805,25,1,3.0,1,62.3,1,0.776,2,1,0,6,1,0,1,0,4.2,64,3,0,3,0,0,0,5,0,Medium,Positive,4198,0.037,0.163,137791.0,36,1.4463,61.5,2,2,2,0,1,2,0,2,2,1,2,5,59.650000000000006,1.2,46.3308853970679,962.5,0.0,1.7481341e-05,Low Risk,0.18483459162644067,Low,2,High Value,Routine loyalty engagement and digital experience optimization
136721,0,47,Female,Married,High School,2,Business Owner,55076,Middle,$40K - $60K,Tier 2,North,Mass,40,Referral,Savings Only,2,Savings,Blue,12771.12,0,3,33,0,4622.0,4410.0,-13.05,9,1250.42,4,9,12,8,34,15005,118,0.688,0.761,2206.0,1868,0,0,1,0,0,0,0,1,1,0,4074,4278.0,0.459,1,2,0.0,0.0,0,51.8,0,13,12,0.879,17,1,,1,58.7,1,0.382,0,0,0,2,3,0,2,0,4.6,89,6,1,0,0,0,0,24,1,Medium,Positive,5261,0.428,0.358,13742.0,25,0.0,49.7,2,2,2,0,1,0,2,2,4,4,3,1,58.51,0.0,18.910039898686613,855.0999999999999,0.0,0.0001866743,Low Risk,2.3840398460626604,Low,0,Digitally Loyal,Routine loyalty engagement and digital experience optimization
136722,0,42,Female,Single,Graduate,3,Business Owner,46358,Lower-Middle,$40K - $60K,Tier 1,West,Mass,26,Mobile App,Multi-Product,6,Savings,Silver,6166.47,1,1,40,1,16598.0,16998.0,13.29,6,354.92,4,14,14,4,68,4259,79,0.824,0.58,13900.0,1204,1,0,1,0,0,0,1,0,0,0,15104,2658.0,0.08,1,1,0.0,0.0,0,42.8,0,22,9,0.889,16,1,4.0,0,55.9,1,0.659,1,1,0,2,2,3,3,0,5.0,23,3,0,2,2,0,0,96,0,Low,Positive,3458,0.11,0.075,50954.0,31,0.0,43.5,1,2,1,0,2,0,4,2,2,2,3,1,53.45,0.6,52.362263905104854,904.0,0.0,6.0409144e-05,Low Risk,0.37251117278839957,Low,2,High Value,Routine loyalty engagement and digital experience optimization
136723,0,56,Female,Single,High School,1,Retired,35831,Lower-Middle,Less than $40K,Tier 1,South,Affluent,43,Online,Multi-Product,3,Savings,Blue,8371.76,0,1,24,1,15253.0,14466.0,-3.7,5,321.75,11,17,6,2,81,3861,68,0.577,0.7,989.0,1934,1,0,1,0,0,0,0,0,1,0,2923,2376.0,0.662,0,0,0.0,0.0,0,34.4,0,31,7,0.694,25,1,,0,54.4,1,0.779,0,0,0,1,2,2,3,0,4.6,63,8,1,0,0,0,0,10,0,Medium,Positive,3407,0.575,0.659,48851.0,38,0.0,44.6,2,2,1,0,2,2,3,0,3,2,3,4,58.17999999999999,0.0,27.09821657469653,1385.0,0.0,0.0001953235,Low Risk,1.6352014991722537,Low,0,Digitally Loyal,Routine loyalty engagement and digital experience optimization
136724,0,32,Male,Single,Doctorate,1,Salaried,76105,Middle,$60K - $80K,Tier 1,East,Affluent,27,Branch,Savings Only,5,Savings,Blue,11101.78,0,0,108,1,16422.0,16673.0,12.67,4,182.67,4,13,12,8,90,2192,58,0.727,0.657,9423.0,606,1,0,1,0,0,0,0,0,1,0,10029,1741.0,0.06,0,0,0.0,0.0,0,45.7,0,21,8,0.892,11,2,4.1,0,53.8,1,0.419,1,8,0,4,3,6,1,0,5.0,-1,5,0,2,1,1,0,47,0,Low,Positive,7457,0.053,0.032,49764.0,29,0.0,46.0,1,2,2,1,2,3,1,0,0,4,3,2,54.6,0.6,46.57475403196699,594.0,0.0,0.00038428805,Low Risk,4.266281434272533,Low,2,High Value,Routine loyalty engagement and digital experience optimization
136725,1,46,Male,Unknown,Uneducated,2,Business Owner,82917,Upper-Middle,$60K - $80K,Tier 1,South,Affluent,30,Branch,Multi-Product,4,Salary,Blue,12637.66,1,0,31,1,7114.0,7315.0,22.51,3,210.58,4,10,10,3,102,2527,38,0.731,0.583,757.3,681,1,0,1,1,1,0,0,1,0,0,1438,1510.0,0.473,0,1,23171.0,704.0,2,37.4,0,12,8,0.852,22,0,,1,55.7,1,0.191,2,39,1,2,2,0,2,0,2.2,54,5,0,2,2,0,0,29,1,High,Neutral,9480,0.446,0.279,21194.0,20,0.1019,51.0,3,1,3,1,3,0,3,0,0,2,2,2,40.5,1.2,37.77806259769152,1078.0,0.2038,0.9986004,High Risk,12619.972625976801,High,3,Financially Stressed,Immediate relationship manager intervention with premium retention offer
136726,1,44,Female,Married,Unknown,4,Salaried,21758,Low,Less than $40K,Tier 3,South,Affluent,28,Branch,Multi-Product,5,Savings,Blue,1255.59,0,1,143,0,3950.0,3635.0,15.52,3,218.42,1,12,13,4,77,2621,45,0.716,0.552,2020.0,0,0,0,1,0,1,0,0,1,1,0,2020,1688.0,0.0,0,1,165649.0,7524.0,2,100.0,0,12,7,0.967,80,1,,0,50.2,1,0.32,3,52,0,0,3,0,4,0,2.8,-5,0,0,2,0,1,0,143,0,Medium,Negative,1609,0.01,0.118,11335.0,19,4.1496,45.9,2,0,0,0,1,3,3,0,0,2,3,4,41.769999999999996,1.7999999999999998,35.68078490977663,4328.0,8.2992,0.9998573,High Risk,1255.410835443735,High,3,Financially Stressed,Immediate relationship manager intervention with premium retention offer
136727,0,46,Female,Single,College,3,Retired,22956,Low,Less than $40K,Tier 2,East,HNI,41,Branch,Multi-Product,1,Savings,Blue,8010.89,0,0,21,1,9748.0,11206.0,-9.36,6,394.0,7,18,3,7,115,4728,81,0.566,0.761,1624.0,861,1,1,1,1,0,0,0,1,1,0,2485,2609.0,0.346,1,2,130293.0,3478.0,0,30.6,1,14,7,0.8,14,1,,1,58.8,1,0.332,2,3,0,4,2,4,2,0,4.0,63,4,1,0,1,1,1,16,0,High,Positive,1739,0.317,0.369,29661.0,21,1.8181,50.2,3,2,0,0,2,2,1,1,0,2,3,4,55.46,1.2,8.988681967285569,697.1999999999999,0.0,0.00017668515,Low Risk,1.4154052948694154,Low,0,Digitally Loyal,Routine loyalty engagement and digital experience optimization
136728,0,44,Female,Divorced,Unknown,1,Self-Employed,95635,Upper-Middle,Unknown,Tier 2,West,Affluent,36,Mobile App,Lending,3,Current,Blue,27542.37,0,2,35,1,17427.0,16041.0,-13.55,4,302.67,3,15,14,8,63,3632,50,0.559,0.923,15827.0,1289,1,0,1,1,1,0,1,0,0,0,17116,2016.0,0.075,0,0,52778.0,1120.0,1,49.6,0,17,5,0.925,12,1,,0,53.8,1,0.256,1,1,0,2,1,6,3,0,3.7,-3,6,1,3,1,1,1,20,0,Medium,Positive,10014,0.047,0.155,51134.0,22,0.1405,42.8,2,2,3,0,0,4,4,0,2,1,0,5,49.44,0.6,30.67055139678559,686.4000000000001,0.1405,0.00077631115,Low Risk,21.38144892348675,Low,2,High Value,Routine loyalty engagement and digital experience optimization
136729,0,54,Female,Single,Doctorate,3,Self-Employed,25106,Low,Less than $40K,Tier 3,South,Mass,39,Online,Multi-Product,4,Savings,Blue,8663.0,1,0,26,0,25334.0,24301.0,11.23,7,404.75,6,16,10,2,96,4857,92,0.651,0.804,1764.0,0,1,1,1,0,0,0,0,0,0,0,1764,1852.0,0.0,1,1,0.0,0.0,0,64.8,0,22,10,0.824,17,1,2.9,0,46.9,1,0.353,3,11,0,2,3,0,0,0,4.3,100,4,0,2,1,0,0,2,0,Medium,Positive,1983,0.036,0.135,81917.0,32,0.0,47.6,2,2,0,0,2,4,3,2,3,2,3,4,55.68000000000001,1.7999999999999998,36.2677271547233,890.8,0.0,0.00016373552,Low Risk,1.4184407772991108,Low,0,Digitally Loyal,Routine loyalty engagement and digital experience optimization
136730,0,47,Female,Single,Uneducated,1,Self-Employed,53881,Middle,$40K - $60K,Tier 2,South,Affluent,34,DSA,Savings Only,5,NRE/NRO,Blue,8039.2,1,2,14,1,11281.0,12029.0,9.54,6,372.58,6,10,8,7,37,4471,80,0.717,0.667,935.0,1164,1,0,1,0,0,1,0,0,0,0,2099,1894.0,0.555,0,1,57152.0,1194.0,0,66.5,0,16,11,0.806,16,2,,1,60.4,1,0.82,0,0,0,2,3,7,2,0,2.3,30,5,0,2,0,0,0,15,1,Medium,Positive,4992,0.472,0.519,33060.0,27,0.2659,55.6,2,2,2,0,2,4,3,0,1,4,1,1,44.08,0.0,44.96104618742755,710.4,0.0,6.240637e-05,Low Risk,0.5016972790122963,Low,2,High Value,Routine loyalty engagement and digital experience optimization
136731,0,39,Male,Married,Graduate,2,Self-Employed,91251,Upper-Middle,$80K - $120K,Tier 1,Central,HNI,21,Branch,Investment,5,Current,Blue,18373.31,0,1,49,1,13892.0,15020.0,-5.14,2,167.17,2,13,11,9,112,2006,34,0.799,0.545,2009.0,1272,1,0,1,0,1,1,0,0,1,1,3281,1046.0,0.388,1,1,90007.0,2520.0,1,37.6,0,23,9,0.943,37,0,,1,70.4,1,0.453,2,5,0,1,3,6,2,0,4.1,52,8,0,2,2,0,0,1,0,Not Aware,Positive,7194,0.344,0.305,43993.0,32,0.3314,62.8,0,2,3,1,1,4,0,1,0,0,0,3,51.84,1.2,49.09354386177786,1376.4,0.3314,9.195592e-05,Low Risk,1.6895345696375446,Low,1,Silent Risk,Routine loyalty engagement and digital experience optimization
136732,0,42,Female,Married,College,3,Retired,51067,Middle,Unknown,Tier 2,West,HNI,27,Referral,Savings Only,1,Savings,Blue,6559.75,0,3,88,1,31407.0,42080.0,-10.88,5,387.75,6,14,6,5,42,4653,71,0.661,0.614,5337.0,1889,1,1,1,0,0,0,1,1,1,1,7226,2024.0,0.261,0,0,0.0,0.0,0,60.9,0,22,10,0.806,24,0,,0,50.7,1,0.388,2,4,0,2,1,3,0,0,4.8,20,3,0,1,0,0,0,2,1,High,Positive,3982,0.208,0.203,95021.0,32,0.0,46.7,3,2,2,0,1,2,4,1,4,4,3,5,53.61,1.2,8.788860204671336,1279.1999999999998,0.0,0.000319238,Low Risk,2.0941214405029314,Low,2,High Value,Routine loyalty engagement and digital experience optimization
136733,1,49,Male,Single,Unknown,3,Self-Employed,101549,Upper-Middle,$80K - $120K,Tier 2,South,HNI,44,Online,Lending,1,Savings,Blue,14222.35,0,0,136,1,2485.0,2918.0,-0.6,4,152.67,4,12,7,4,101,1832,49,0.684,0.581,4384.0,0,1,0,1,0,0,1,0,1,1,0,4384,1029.0,0.0,0,0,35982.0,1103.0,2,80.7,0,17,5,0.852,21,1,,1,59.6,1,0.116,2,6,0,0,4,1,5,0,2.9,47,3,0,2,0,0,0,37,1,High,Negative,9261,0.0,0.039,7317.0,22,0.1303,52.0,3,0,3,1,2,4,3,1,3,1,3,3,50.6,1.2,9.562640259296703,1008.0,0.2606,0.99976987,High Risk,14219.076960340142,High,3,Financially Stressed,Immediate relationship manager intervention with premium retention offer
136734,0,62,Male,Single,Unknown,1,Business Owner,49677,Lower-Middle,Unknown,Tier 1,North,Affluent,36,Online,Investment,5,Savings,Blue,12615.25,1,1,11,1,19993.0,15950.0,-1.4,5,300.25,5,16,6,7,46,3603,69,0.578,0.643,16209.0,2248,1,0,1,1,0,0,1,0,1,1,18457,1843.0,0.122,1,1,19699.0,606.0,0,53.5,0,21,12,0.853,17,3,,1,64.2,1,0.233,1,2,0,3,1,6,2,0,3.4,-11,2,0,3,2,0,0,24,0,Medium,Neutral,3832,0.173,0.104,61162.0,33,0.1464,50.7,2,1,1,1,2,0,2,0,3,0,3,5,50.01,0.6,47.21370472276534,838.0999999999999,0.0,1.9974665e-05,Low Risk,0.2519853877256537,Low,2,High Value,Routine loyalty engagement and digital experience optimization
136735,0,42,Female,Married,Post-Graduate,3,Business Owner,50239,Middle,Less than $40K,Tier 1,East,Mass,36,Branch,Lending,4,Current,Blue,7730.51,1,3,81,1,25489.0,34481.0,11.33,6,382.75,3,14,13,5,116,4593,72,0.806,1.0,2579.0,1749,1,1,1,0,0,1,1,0,1,0,4328,2017.0,0.404,1,1,11765.0,293.0,0,22.7,0,14,10,0.914,2,2,,1,60.2,1,0.45,1,7,0,3,2,4,3,0,3.2,81,4,0,3,2,0,0,8,1,Medium,Positive,5863,0.373,0.457,77891.0,24,0.07,59.5,2,2,2,0,1,0,1,2,0,1,0,4,51.45,0.6,35.8122378612989,81.0,0.0,0.000106155814,Low Risk,0.8206385827466147,Low,0,Digitally Loyal,Routine loyalty engagement and digital experience optimization
136736,0,38,Female,Single,Unknown,2,Salaried,21187,Low,Less than $40K,Tier 2,East,Affluent,28,Branch,Investment,6,Savings,Blue,5492.47,1,2,57,0,9199.0,7571.0,-5.14,5,321.0,10,7,7,6,75,3852,65,0.696,0.625,747.0,2459,1,0,1,0,0,0,1,0,1,0,3206,1591.0,0.767,1,2,0.0,0.0,0,34.2,0,19,5,0.667,7,1,,0,45.8,1,0.631,3,5,0,2,1,0,0,0,2.2,61,0,0,1,1,0,0,4,0,High,Neutral,1549,0.756,0.7,26957.0,24,0.0,32.4,3,1,0,0,2,3,1,0,0,0,3,4,34.120000000000005,1.7999999999999998,51.66789235875997,473.19999999999993,0.0,0.00081750745,Low Risk,4.490135128573166,Low,0,Digitally Loyal,Routine loyalty engagement and digital experience optimization
136737,0,58,Female,Divorced,High School,2,Salaried,73502,Middle,Unknown,Tier 1,South,Affluent,36,Mobile App,Multi-Product,5,Salary,Gold,17858.65,1,0,32,1,3015.0,2140.0,-4.31,4,299.58,12,13,8,10,148,3595,52,0.664,0.733,32652.0,1864,1,1,1,1,0,0,1,0,0,0,34516,2317.0,0.054,1,2,106806.0,4161.0,1,27.1,0,12,7,0.721,6,1,4.9,1,49.5,1,0.612,1,5,0,2,3,6,1,0,3.1,37,5,0,3,2,0,0,50,0,Not Aware,Neutral,6721,0.091,0.151,8859.0,19,0.6793,54.6,0,1,2,0,0,3,3,0,2,2,2,5,49.379999999999995,0.6,48.95149628686983,272.4,0.6793,0.00030924863,Low Risk,5.52276303707331,Low,2,High Value,Routine loyalty engagement and digital experience optimization
136738,0,43,Male,Divorced,Graduate,5,Salaried,169377,High,$120K +,Tier 1,Central,HNI,31,Mobile App,Multi-Product,5,Salary,Silver,24608.82,1,1,22,0,4979.0,6481.0,-7.99,3,135.67,4,19,12,10,107,1628,38,0.771,0.727,32817.0,1699,1,0,1,0,1,0,0,1,1,1,34516,868.0,0.049,1,0,159644.0,7212.0,0,37.7,0,12,6,0.911,14,1,2.4,1,61.8,1,0.394,2,4,0,5,3,0,0,0,2.2,85,2,0,1,0,0,0,14,0,Not Aware,Positive,16097,0.006,0.107,15315.0,18,0.511,53.3,0,2,4,1,0,3,0,1,2,2,2,0,41.59,1.2,50.554504146291976,653.8000000000001,0.0,0.0002015788,Low Risk,4.960616527820821,Low,1,Silent Risk,Routine loyalty engagement and digital experience optimization
136739,0,54,Male,Married,College,2,Salaried,87156,Upper-Middle,$80K - $120K,Tier 2,South,HNI,39,Referral,Savings Only,4,Savings,Silver,19293.61,0,1,14,1,32213.0,28441.0,9.81,8,1146.33,8,14,8,2,50,13756,106,0.586,0.71,32211.0,2305,1,1,1,1,1,0,1,1,0,0,34516,7677.0,0.067,1,1,61800.0,2919.0,0,1.0,0,20,19,0.75,18,0,,1,58.8,1,0.186,2,8,0,3,4,5,4,0,4.6,93,2,0,2,0,0,0,75,0,High,Positive,6443,0.055,0.146,95174.0,39,0.4019,59.3,3,2,3,1,1,3,3,1,4,4,3,3,60.989999999999995,1.2,39.47032424510865,732.6,0.0,0.00027361888,Low Risk,5.279095886727155,Low,1,Silent Risk,Routine loyalty engagement and digital experience optimization
136740,0,50,Male,Married,Graduate,4,Salaried,96821,Upper-Middle,$80K - $120K,Tier 3,West,HNI,39,DSA,Multi-Product,3,Savings,Blue,31231.56,1,1,35,1,10150.0,12941.0,3.54,8,1222.17,8,14,11,4,39,14666,101,0.651,0.98,10104.0,1796,1,0,1,0,1,0,1,1,0,1,11900,9809.0,0.151,1,0,123906.0,5638.0,0,21.9,1,16,11,0.784,7,3,,1,59.9,1,0.583,0,0,0,3,2,7,2,0,1.5,0,2,0,2,1,0,0,9,0,Low,Positive,8280,0.16,0.226,30134.0,27,0.6988,52.9,1,2,3,1,1,3,4,1,1,2,3,3,40.47,0.0,31.04764925813982,329.7,0.0,1.8167064e-05,Low Risk,0.5673857461996522,Low,1,Silent Risk,Routine loyalty engagement and digital experience optimization
136741,0,51,Male,Married,Uneducated,1,Salaried,99909,Upper-Middle,$80K - $120K,Tier 3,West,HNI,42,Branch,Investment,6,Savings,Blue,33434.79,0,1,42,1,12765.0,16674.0,6.47,4,250.17,5,12,7,6,61,3002,58,0.721,0.812,22680.0,2517,1,1,1,0,0,0,1,1,1,0,25197,1207.0,0.1,1,3,0.0,0.0,0,17.9,0,20,10,0.833,20,1,,1,66.1,1,0.441,1,6,0,4,2,4,3,0,3.8,0,7,1,1,3,0,0,6,0,Medium,Negative,8914,0.093,0.199,36885.0,30,0.0,56.6,2,0,3,1,1,3,4,1,0,0,3,3,56.58,0.6,62.50429297286245,868.0,0.0,0.000384152,Low Risk,12.84404124028457,Low,1,Silent Risk,Routine loyalty engagement and digital experience optimization
136742,0,65,Male,Divorced,Doctorate,0,Salaried,27668,Low,Less than $40K,Tier 1,Central,Affluent,56,Referral,Multi-Product,6,Savings,Blue,10752.51,0,2,120,0,63192.0,53887.0,8.35,6,279.08,7,13,4,5,59,3349,77,0.71,0.674,920.0,653,0,0,1,0,0,0,0,0,0,0,1573,1551.0,0.415,1,2,0.0,0.0,0,54.2,0,31,19,0.759,6,1,4.5,1,69.4,1,0.259,3,7,0,3,3,0,0,0,4.0,43,7,1,1,0,0,0,39,0,Medium,Positive,2292,0.345,0.393,187464.0,50,0.0,62.0,2,2,0,1,0,3,0,0,4,2,3,4,65.0,1.7999999999999998,55.69792495134237,228.0,0.0,8.059303e-05,Low Risk,0.8665773844493379,Low,0,Digitally Loyal,Routine loyalty engagement and digital experience optimization
136743,0,36,Female,Single,College,0,Business Owner,20976,Low,Less than $40K,Tier 2,South,Mass,27,Mobile App,Multi-Product,6,Savings,Blue,2977.13,1,0,16,0,9871.0,12856.0,-9.56,6,217.83,9,12,8,8,105,2614,79,0.625,0.646,1439.0,1843,1,0,1,0,0,1,0,1,0,0,3282,1667.0,0.562,1,2,39935.0,1094.0,0,28.7,1,18,11,0.757,11,2,,0,48.3,1,0.345,2,1,0,0,2,0,2,0,3.1,-19,2,0,2,0,0,0,9,1,Medium,Positive,1527,0.484,0.572,31308.0,29,0.6259,39.4,2,2,0,0,2,0,3,2,2,2,3,4,41.22,1.2,47.994305194499205,666.6,0.0,0.00017026873,Low Risk,0.5069121428407379,Low,0,Digitally Loyal,Routine loyalty engagement and digital experience optimization
136744,0,31,Female,Married,High School,0,Salaried,34792,Lower-Middle,Less than $40K,Tier 2,North,Mass,22,Online,Lending,4,Savings,Blue,5968.05,0,5,17,0,12830.0,17737.0,3.04,4,227.17,5,18,7,7,70,2726,57,1.465,0.727,756.0,2517,1,1,1,0,1,0,1,0,0,1,3273,1302.0,0.769,1,2,54677.0,1439.0,0,43.4,1,23,12,0.865,23,0,5.0,1,69.9,1,0.482,1,2,0,1,1,0,1,0,3.6,55,2,0,2,1,0,0,12,0,Low,Positive,3254,0.75,0.717,36896.0,35,0.4963,61.5,1,2,1,0,1,3,2,2,3,1,3,4,48.849999999999994,0.6,34.77737225898426,885.5,0.0,6.418554e-05,Low Risk,0.3830624926460587,Low,0,Digitally Loyal,Routine loyalty engagement and digital experience optimization
